size,model,embedding,tissue,seed,shuffled,rmse,r2,pcc
small,knn,enformer_pca,mono,510,no,11.833,-0.038,0.13
small,svm,enformer_pca,mono,510,no,11.644,-0.005,0
small,xgboost,enformer_pca,mono,1030,no,12.838,-0.222,0.014
small,lightgbm,enformer_pca,mono,1030,no,12.524,-0.163,-0.1
small,random forest,enformer_pca,mono,1030,no,11.553,0.01,0.125
small,knn,enformer_pca,mono,1030,no,11.833,-0.038,0.13
small,svm,enformer_pca,mono,1030,no,11.644,-0.005,0
small,xgboost,enformer_pca,mono,17,yes,6.172,0.711,0.846
small,lightgbm,enformer_pca,mono,17,yes,5.716,0.752,0.868
small,random forest,enformer_pca,mono,17,yes,5.672,0.748,0.869
small,knn,enformer_pca,mono,17,yes,11.04,0.076,0.312
small,svm,enformer_pca,mono,17,yes,6.087,0.719,0.849
small,xgboost,enformer_pca,mono,510,yes,6.842,0.687,0.832
small,lightgbm,enformer_pca,mono,510,yes,6.262,0.708,0.842
small,random forest,enformer_pca,mono,510,yes,6.447,0.691,0.833
small,knn,enformer_pca,mono,510,yes,11.175,0.071,0.366
small,svm,enformer_pca,mono,510,yes,6.61,0.675,0.823
small,xgboost,enformer_pca,mono,1030,yes,5.938,0.746,0.865
small,lightgbm,enformer_pca,mono,1030,yes,5.2,0.805,0.898
small,random forest,enformer_pca,mono,1030,yes,5.725,0.764,0.88
small,knn,enformer_pca,mono,1030,yes,11.462,0.053,0.354
small,svm,enformer_pca,mono,1030,yes,5.613,0.773,0.879
small,xgboost,gpn,CD4,17,no,3.172,-0.1,0.115
small,lightgbm,gpn,CD4,17,no,3.064,-0.03,0.11
small,random forest,gpn,CD4,17,no,3.109,-0.06,-0.03
small,knn,gpn,CD4,17,no,3.052,-0.02,0.05
small,svm,gpn,CD4,17,no,3.018,0,0.091
small,xgboost,gpn,CD4,510,no,3.201,-0.12,0.125
small,lightgbm,gpn,CD4,510,no,3.064,-0.03,0.11
small,random forest,gpn,CD4,510,no,3.044,-0.01,0.051
small,knn,gpn,CD4,510,no,3.052,-0.02,0.05
small,svm,gpn,CD4,510,no,3.018,0,0.091
small,xgboost,gpn,CD4,1030,no,3.199,-0.12,0.087
small,lightgbm,gpn,CD4,1030,no,3.064,-0.03,0.11
small,random forest,gpn,CD4,1030,no,3.032,0,0.066
small,knn,gpn,CD4,1030,no,3.052,-0.02,0.05
small,svm,gpn,CD4,1030,no,3.018,0,0.099
small,xgboost,gpn,CD4,17,yes,1.984,0.613,0.789
small,lightgbm,gpn,CD4,17,yes,1.851,0.663,0.814
small,random forest,gpn,CD4,17,yes,2.16,0.541,0.78
small,knn,gpn,CD4,17,yes,3.134,0.034,0.187
small,svm,gpn,CD4,17,yes,1.843,0.666,0.818
small,xgboost,gpn,CD4,510,yes,2.165,0.514,0.731
small,lightgbm,gpn,CD4,510,yes,2.138,0.526,0.731
small,random forest,gpn,CD4,510,yes,2.256,0.472,0.709
small,knn,gpn,CD4,510,yes,3.079,0.018,0.158
small,svm,gpn,CD4,510,yes,2.136,0.527,0.741
small,xgboost,gpn,CD4,1030,yes,2.173,0.507,0.729
small,lightgbm,gpn,CD4,1030,yes,1.889,0.627,0.793
small,random forest,gpn,CD4,1030,yes,2.146,0.519,0.749
small,knn,gpn,CD4,1030,yes,3.023,0.046,0.218
small,svm,gpn,CD4,1030,yes,1.931,0.61,0.786
small,xgboost,gpn,mono,17,no,13.9,-0.43,-0.1
small,lightgbm,gpn,mono,17,no,12.16,-0.09,0.073
small,random forest,gpn,mono,17,no,12.08,-0.08,-0.01
small,knn,gpn,mono,17,no,11.74,-0.02,0.129
small,svm,gpn,mono,17,no,11.65,0,-0.08
small,xgboost,gpn,mono,510,no,12.35,-0.13,0.132
small,lightgbm,gpn,mono,510,no,12.28,-0.11,0.014
small,random forest,gpn,mono,510,no,11.84,-0.04,0.052
small,knn,gpn,mono,510,no,11.74,-0.02,0.129
small,svm,gpn,mono,510,no,11.65,0,-0.08
small,xgboost,gpn,mono,1030,no,13.05,-0.26,0.001
small,lightgbm,gpn,mono,1030,no,12.16,-0.09,0.073
small,random forest,gpn,mono,1030,no,11.96,-0.06,0.026
small,knn,gpn,mono,1030,no,11.74,-0.02,0.129
small,svm,gpn,mono,1030,no,11.65,0,-0.08
small,xgboost,gpn,mono,17,yes,5.405,0.777,0.882
small,lightgbm,gpn,mono,17,yes,5.507,0.768,0.876
small,random forest,gpn,mono,17,yes,6.689,0.658,0.834
small,knn,gpn,mono,17,yes,11.08,0.062,0.263
small,svm,gpn,mono,17,yes,5.742,0.748,0.867
small,xgboost,gpn,mono,510,yes,6.4,0.706,0.842
small,lightgbm,gpn,mono,510,yes,6.376,0.708,0.841
small,random forest,gpn,mono,510,yes,7.232,0.624,0.81
small,knn,gpn,mono,510,yes,11.16,0.105,0.331
small,svm,gpn,mono,510,yes,6.726,0.675,0.826
small,xgboost,gpn,mono,1030,yes,5.125,0.811,0.902
small,lightgbm,gpn,mono,1030,yes,4.875,0.829,0.911
small,random forest,gpn,mono,1030,yes,6.314,0.713,0.874
small,knn,gpn,mono,1030,yes,10.89,0.146,0.393
small,svm,gpn,mono,1030,yes,4.773,0.836,0.915
small,xgboost,hyena,CD4,17,no,3.397,-0.26,-0.02
small,lightgbm,hyena,CD4,17,no,3.439,-0.29,-0.15
small,random forest,hyena,CD4,17,no,3.135,-0.08,-0.08
small,knn,hyena,CD4,17,no,3.173,-0.1,-0.11
small,svm,hyena,CD4,17,no,3.021,0,0.038
small,xgboost,hyena,CD4,510,no,3.399,-0.26,-0.06
small,lightgbm,hyena,CD4,510,no,3.439,-0.29,-0.15
small,random forest,hyena,CD4,510,no,3.159,-0.09,-0.09
small,knn,hyena,CD4,510,no,3.173,-0.1,-0.11
small,svm,hyena,CD4,510,no,3.023,0,0.029
small,xgboost,hyena,CD4,1030,no,3.513,-0.35,-0.05
small,lightgbm,hyena,CD4,1030,no,3.471,-0.32,-0.16
small,random forest,hyena,CD4,1030,no,3.144,-0.08,-0.05
small,knn,hyena,CD4,1030,no,3.173,-0.1,-0.11
small,svm,hyena,CD4,1030,no,3.021,0,0.038
small,xgboost,hyena,CD4,17,yes,2.042,0.56,0.758
small,lightgbm,hyena,CD4,17,yes,1.925,0.609,0.78
small,random forest,hyena,CD4,17,yes,2.27,0.456,0.707
small,knn,hyena,CD4,17,yes,3.055,0.015,0.139
small,svm,hyena,CD4,17,yes,1.936,0.604,0.782
small,xgboost,hyena,CD4,510,yes,2.276,0.49,0.721
small,lightgbm,hyena,CD4,510,yes,2.044,0.588,0.767
small,random forest,hyena,CD4,510,yes,2.364,0.449,0.702
small,knn,hyena,CD4,510,yes,3.181,0.003,0.123
small,svm,hyena,CD4,510,yes,2.081,0.573,0.767
small,xgboost,hyena,CD4,1030,yes,2.019,0.571,0.765
small,lightgbm,hyena,CD4,1030,yes,2.009,0.575,0.759
small,random forest,hyena,CD4,1030,yes,2.295,0.446,0.703
small,knn,hyena,CD4,1030,yes,3.062,0.014,0.155
small,svm,hyena,CD4,1030,yes,2.007,0.576,0.763
small,xgboost,hyena,mono,17,no,14.51,-0.56,-0.1
small,lightgbm,hyena,mono,17,no,12.8,-0.21,-0.02
small,random forest,hyena,mono,17,no,12.8,-0.21,-0.15
small,knn,hyena,mono,17,no,12.05,-0.07,-0.01
small,svm,hyena,mono,17,no,11.7,-0.01,-0.09
small,xgboost,hyena,mono,510,no,13.12,-0.27,-0.03
small,lightgbm,hyena,mono,510,no,12.8,-0.21,-0.02
small,random forest,hyena,mono,510,no,12.85,-0.22,-0.2
small,knn,hyena,mono,510,no,12.05,-0.07,-0.01
small,svm,hyena,mono,510,no,11.7,-0.01,-0.09
small,xgboost,hyena,mono,1030,no,13.12,-0.27,-0.03
small,lightgbm,hyena,mono,1030,no,12.71,-0.19,-0.02
small,random forest,hyena,mono,1030,no,12.43,-0.14,-0.08
small,knn,hyena,mono,1030,no,12.05,-0.07,-0.01
small,svm,hyena,mono,1030,no,11.7,-0.01,-0.09
small,xgboost,hyena,mono,17,yes,6.056,0.738,0.861
small,lightgbm,hyena,mono,17,yes,5.983,0.744,0.863
small,random forest,hyena,mono,17,yes,7.207,0.629,0.818
small,knn,hyena,mono,17,yes,11.41,0.07,0.271
small,svm,hyena,mono,17,yes,5.885,0.752,0.869
small,xgboost,hyena,mono,510,yes,6.697,0.678,0.827
small,lightgbm,hyena,mono,510,yes,6.699,0.678,0.823
small,random forest,hyena,mono,510,yes,7.469,0.599,0.793
small,knn,hyena,mono,510,yes,11.44,0.06,0.248
small,svm,hyena,mono,510,yes,6.696,0.678,0.827
small,xgboost,hyena,mono,1030,yes,5.05,0.816,0.904
small,lightgbm,hyena,mono,1030,yes,5.529,0.78,0.885
small,random forest,hyena,mono,1030,yes,6.765,0.671,0.85
small,knn,hyena,mono,1030,yes,11.45,0.056,0.243
small,svm,hyena,mono,1030,yes,4.843,0.831,0.912
small,xgboost,NT,CD4,17,no,3.378,-0.25,-0.05
small,lightgbm,NT,CD4,17,no,3.052,-0.02,0.155
small,random forest,NT,CD4,17,no,2.961,0.036,0.215
small,knn,NT,CD4,17,no,3.052,-0.02,0.06
small,svm,NT,CD4,17,no,3.021,0,0.037
small,xgboost,NT,CD4,510,no,3.378,-0.25,-0.05
small,lightgbm,NT,CD4,510,no,3.037,-0.01,0.162
small,random forest,NT,CD4,510,no,2.995,0.014,0.143
small,knn,NT,CD4,510,no,3.052,-0.02,0.06
small,svm,NT,CD4,510,no,3.021,0,0.037
small,xgboost,NT,CD4,1030,no,3.211,-0.13,0.075
small,lightgbm,NT,CD4,1030,no,3.036,-0.01,0.145
small,random forest,NT,CD4,1030,no,2.982,0.022,0.174
small,knn,NT,CD4,1030,no,3.052,-0.02,0.06
small,svm,NT,CD4,1030,no,3.021,0,0.037
small,xgboost,NT,CD4,17,yes,1.93,0.633,0.801
small,lightgbm,NT,CD4,17,yes,1.892,0.648,0.806
small,random forest,NT,CD4,17,yes,2.023,0.597,0.786
small,knn,NT,CD4,17,yes,3.075,0.07,0.275
small,svm,NT,CD4,17,yes,1.883,0.651,0.81
small,xgboost,NT,CD4,510,yes,2.064,0.558,0.757
small,lightgbm,NT,CD4,510,yes,2.047,0.566,0.756
small,random forest,NT,CD4,510,yes,2.121,0.534,0.743
small,knn,NT,CD4,510,yes,3.085,0.014,0.144
small,svm,NT,CD4,510,yes,2.181,0.507,0.729
small,xgboost,NT,CD4,1030,yes,1.926,0.612,0.789
small,lightgbm,NT,CD4,1030,yes,1.958,0.6,0.777
small,random forest,NT,CD4,1030,yes,2.024,0.572,0.772
small,knn,NT,CD4,1030,yes,3.009,0.055,0.242
small,svm,NT,CD4,1030,yes,1.906,0.62,0.791
small,xgboost,NT,mono,17,no,12.29,-0.12,0.096
small,lightgbm,NT,mono,17,no,12.3,-0.12,0.044
small,random forest,NT,mono,17,no,11.88,-0.04,0.049
small,knn,NT,mono,17,no,12.09,-0.08,0
small,svm,NT,mono,17,no,11.64,0,-0.05
small,xgboost,NT,mono,510,no,13.01,-0.25,-0.03
small,lightgbm,NT,mono,510,no,12.3,-0.12,0.044
small,random forest,NT,mono,510,no,11.92,-0.05,0.045
small,knn,NT,mono,510,no,12.09,-0.08,0
small,svm,NT,mono,510,no,11.64,0,-0.05
small,xgboost,NT,mono,1030,no,12.4,-0.14,0
small,lightgbm,NT,mono,1030,no,11.68,-0.01,0.18
small,random forest,NT,mono,1030,no,12.01,-0.07,0.01
small,knn,NT,mono,1030,no,12.09,-0.08,0
small,svm,NT,mono,1030,no,11.64,0,-0.05
small,xgboost,NT,mono,17,yes,5.626,0.758,0.872
small,lightgbm,NT,mono,17,yes,5.559,0.764,0.874
small,random forest,NT,mono,17,yes,6.16,0.71,0.86
small,knn,NT,mono,17,yes,11.25,0.033,0.203
small,svm,NT,mono,17,yes,5.724,0.75,0.868
small,xgboost,NT,mono,510,yes,6.609,0.686,0.831
small,lightgbm,NT,mono,510,yes,6.527,0.694,0.834
small,random forest,NT,mono,510,yes,7.055,0.642,0.813
small,knn,NT,mono,510,yes,11.6,0.033,0.205
small,svm,NT,mono,510,yes,6.725,0.675,0.826
small,xgboost,NT,mono,1030,yes,4.776,0.836,0.914
small,lightgbm,NT,mono,1030,yes,4.981,0.821,0.907
small,random forest,NT,mono,1030,yes,5.934,0.746,0.884
small,knn,NT,mono,1030,yes,11.36,0.071,0.274
small,svm,NT,mono,1030,yes,4.808,0.833,0.913
small,xgboost,onehot,CD4,17,no,3.122,-0.07,0.137
small,lightgbm,onehot,CD4,17,no,3.074,-0.03,0.054
small,random forest,onehot,CD4,17,no,3.023,0,0.066
small,knn,onehot,CD4,17,no,3.032,-0.01,0.082
small,svm,onehot,CD4,17,no,2.996,0.014,0.163
small,xgboost,onehot,CD4,510,no,3.306,-0.2,0.01
small,lightgbm,onehot,CD4,510,no,2.976,0.027,0.181
small,random forest,onehot,CD4,510,no,3.002,0.009,0.137
small,knn,onehot,CD4,510,no,3.053,-0.02,-0.01
small,svm,onehot,CD4,510,no,2.996,0.014,0.163
small,xgboost,onehot,CD4,1030,no,3.305,-0.2,0.011
small,lightgbm,onehot,CD4,1030,no,2.928,0.057,0.255
small,random forest,onehot,CD4,1030,no,3.013,0.002,0.102
small,knn,onehot,CD4,1030,no,3.034,-0.01,0.078
small,svm,onehot,CD4,1030,no,2.996,0.014,0.163
small,xgboost,onehot,CD4,17,yes,1.994,0.608,0.791
small,lightgbm,onehot,CD4,17,yes,1.844,0.665,0.817
small,random forest,onehot,CD4,17,yes,2.037,0.591,0.802
small,knn,onehot,CD4,17,yes,3.172,0.01,0.21
small,svm,onehot,CD4,17,yes,1.889,0.649,0.809
small,xgboost,onehot,CD4,510,yes,2.281,0.461,0.711
small,lightgbm,onehot,CD4,510,yes,2.081,0.551,0.749
small,random forest,onehot,CD4,510,yes,2.157,0.518,0.742
small,knn,onehot,CD4,510,yes,3.078,0.019,0.193
small,svm,onehot,CD4,510,yes,2.185,0.505,0.728
small,xgboost,onehot,CD4,1030,yes,2.058,0.557,0.76
small,lightgbm,onehot,CD4,1030,yes,1.904,0.621,0.79
small,random forest,onehot,CD4,1030,yes,2.071,0.552,0.774
small,knn,onehot,CD4,1030,yes,3.097,0,0.238
small,svm,onehot,CD4,1030,yes,1.919,0.615,0.788
small,xgboost,onehot,mono,17,no,13.41,-0.33,-0.07
small,lightgbm,onehot,mono,17,no,12.72,-0.19,-0.21
small,random forest,onehot,mono,17,no,12.33,-0.12,-0.11
small,knn,onehot,mono,17,no,12.13,-0.09,-0.12
small,svm,onehot,mono,17,no,11.64,0,0
small,xgboost,onehot,mono,510,no,12.39,-0.13,0.13
small,lightgbm,onehot,mono,510,no,12.83,-0.22,-0.18
small,random forest,onehot,mono,510,no,11.96,-0.06,-0.14
small,knn,onehot,mono,510,no,12.13,-0.09,-0.12
small,svm,onehot,mono,510,no,11.64,0,0
small,xgboost,onehot,mono,1030,no,13.41,-0.33,-0.07
small,lightgbm,onehot,mono,1030,no,12.72,-0.19,-0.21
small,random forest,onehot,mono,1030,no,12.38,-0.13,-0.04
small,knn,onehot,mono,1030,no,12.13,-0.09,-0.12
small,svm,onehot,mono,1030,no,11.64,0,0
small,xgboost,onehot,mono,17,yes,6.146,0.711,0.849
small,lightgbm,onehot,mono,17,yes,5.754,0.747,0.865
small,random forest,onehot,mono,17,yes,6.266,0.7,0.849
small,knn,onehot,mono,17,yes,11.26,0.031,0.509
small,svm,onehot,mono,17,yes,5.362,0.78,0.883
small,xgboost,onehot,mono,510,yes,6.878,0.66,0.819
small,lightgbm,onehot,mono,510,yes,6.292,0.715,0.846
small,random forest,onehot,mono,510,yes,7.24,0.623,0.8
small,knn,onehot,mono,510,yes,11.29,0.084,0.475
small,svm,onehot,mono,510,yes,6.244,0.72,0.849
small,xgboost,onehot,mono,1030,yes,5.06,0.815,0.905
small,lightgbm,onehot,mono,1030,yes,4.769,0.836,0.915
small,random forest,onehot,mono,1030,yes,5.954,0.745,0.88
small,knn,onehot,mono,1030,yes,11,0.129,0.595
small,svm,onehot,mono,1030,yes,4.68,0.842,0.918
